id,type,active,is_company,employee,company_id/id,company_type,lastname,firstname,parent_id/id,street,street2,zip,city,state_id,country_id,website,function,phone,mobile,fax,email,title,lang,category_id,comment,customer,user_id,notify_email,opt_out,property_product_pricelist,supplier,property_purchase_currency_id/id,ref,property_payment_term_id,trust,property_supplier_payment_term_id,property_account_position_id,property_account_receivable_id,property_account_payable_id
__demo__.res_partner_39705349,Contact,True,True,False,base.main_company,Company,Ambrosys GmbH,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39707066,Contact,True,True,False,base.main_company,Company,Reed Exhibitions,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39707101,Contact,True,True,False,base.main_company,Company,Rübsamen Windenergie GmbH,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39707139,Contact,True,True,False,base.main_company,Company,Deutsche WindGuard GmbH,,,Oldenburger Strasse 65,,26316,Varel,,Germany,www.windguard.de,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39707197,Contact,True,True,False,base.main_company,Company,Windfaktor,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39709290,Contact,True,True,False,base.main_company,Company,B&W Wnergy GmbH & Co. KG,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39709846,Contact,True,True,False,base.main_company,Company,Rau Partner,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39709887,Contact,True,True,False,base.main_company,Company,CEPP Invest GmbH,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39709947,Contact,True,True,False,base.main_company,Company,GGEW VentuSol,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39709974,Contact,True,True,False,base.main_company,Company,heliotec,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39709995,Contact,True,True,False,base.main_company,Company,Monsson Group,,,,,,,,,monsson.eu,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710049,Contact,True,True,False,base.main_company,Company,Enercon GmbH,,,Schuetzenstrasse 11,,26670,Remels,,Germany,www.enercon.de,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710201,Contact,True,True,False,base.main_company,Company,Plan 8 GmbH,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710223,Contact,True,True,False,base.main_company,Company,Ostwind,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710261,Contact,True,True,False,base.main_company,Company,SIM System,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710355,Contact,True,True,False,base.main_company,Company,Extol Wind,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710431,Contact,True,True,False,base.main_company,Company,Renewable NRG Systems,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710529,Contact,True,True,False,base.main_company,Company,Ge:Net GmbH,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39710588,Contact,True,True,False,base.main_company,Company,Fulcrum 3D,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39808985,Contact,True,True,False,base.main_company,Company,SOWITEC operation GmbH,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39816839,Contact,True,True,False,base.main_company,Company,ARIAS,,,Gutenbergstrasse 40B,,3011,Bern,,Switzerland,arias.ch,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_39820848,Contact,True,True,True,base.main_company,Company,Meteotest,,,Fabrikstrasse 14,,3012,Bern,,Switzerland,www.meteotest.ch,,031 307 26 26,,031 307 26 10,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_40003746,Contact,True,True,False,base.main_company,Company,Renewablenrgsystems,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_43732088,Contact,True,True,False,base.main_company,Company,IKG ETHZ,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_43742185,Contact,True,True,False,base.main_company,Company,Haymarket,,,,,,,,,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306634,Contact,True,True,False,base.main_company,Company,Danfoss Heat Pumps,,,Snickaregatan 1P.O. Box 950,,67129,Arvika,,Sweden,www.danfoss.com,,+46 570 84731,,,,,en_US,,13002mndll,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306635,Contact,True,True,False,base.main_company,Company,Rhonealpeenergie Environment (RAEE),,,"10, rue des archers",,69002,Lyon,,France,,,++33 4 7256 33 63,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306636,Contact,True,True,False,base.main_company,Company,NRG Systems Inc.,,,110 Riggs Road,,5461,"Hinesburg, VT",,United States,,,,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306637,Contact,True,True,False,base.main_company,Company,HES - Hespul Etudes et Services SAS,,,14 place Jules Ferry,,69006,Lyon,,France,www.epices-energie.fr,,,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306638,Contact,True,True,False,base.main_company,Company,Electrotechnical Laboratory,,,"1-1-4 Umezono, Tsukuba-Shi",,305,Ibaraki,,Japan,,,,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306639,Contact,True,True,False,base.main_company,Company,Solmetric Corporation,,,"117 Morris Street, Suite 100",,,"Sebastopol, CA 95472",,United States,www.solmetric.com,,+1 (707) 823-4600,,+1 (707) 823-4620,,,en_US,,13002mndll,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306640,Contact,True,True,False,base.main_company,Company,experience,,,141 rue Charlet Straton,,74400,Argentière,,France,,,0033 450 54 09 36,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306641,Contact,True,True,False,base.main_company,Company,Campbell Scientific LTD.,,,14-20 Field Street,,LE12 9AL,Shepshed Leicestershire,,United Kingdom,,,0044 509 60 11 41,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306642,Contact,True,True,False,base.main_company,Company,Tendanciel,,,"15, rue Carnot",,91170,Viry-Chatillon,,France,,,0033 1 69 24 75 75,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306643,Contact,True,True,False,base.main_company,Company,"Fat Spaniel Technologies, Inc.",,,"152 North 3rd Street, Suite 400",,CA 95112-5560,San Jose,,United States,www.fatspaniel.com,,+1 408 279 5262,,+1 888 906 5202,,,en_US,,Spyce,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306644,Contact,True,True,False,base.main_company,Company,Solairedirect,,,"18, rue du Quatre-Septembre",,75082,Paris Cedex 02,,France,,,,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306644,Other address,True,False,False,base.main_company,Company,Solairedirect,,,"16, rue de Choiseul",,75002,Paris,,France,,,,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306645,Contact,True,True,False,base.main_company,Company,"Université de Genève, Groupe de Physique Appliquée",,,"19, avenue de la Jonction",,1205,Genève,,Switzerland,,,022 705 72 83,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306646,Contact,True,True,False,base.main_company,Company,Adventure Consultants,,,20 Brownston StPO BOX 739,,9343,Wanaka,,New Zealand,www.adventureconsultants.com,,0064 3 443 8711,,0064 3 443 8733,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306647,Contact,True,True,False,base.main_company,Company,Fuji Research Institute Corporation,,,"2-3,Kandanishiki-cho, Chiyoda-ku",,101,Tokyo,,Japan,,,0081 3 5281 5410,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306648,Contact,True,True,False,base.main_company,Company,LFB Computer Consultants Ltd.,,,2820 Craigowan Rd,,V9B 1M8,Victoria BC,,Canada,,,+1 250 380 97 35,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306649,Contact,True,True,False,base.main_company,Company,Transénergie,,,"3d, allée Claude Debussy",,69130,Ecully,,France,,,,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306650,Contact,True,True,False,base.main_company,Company,THEOLIA France,,,"4, rue Jules Ferry",,34000,Montpellier,,France,www.sa-ventura.com,,+33 467 58 22 70,,+33 467 92 58 61,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306651,Contact,True,True,False,base.main_company,Company,Nass & Wind Technologie,,,5 rue Simone Signoret,,56100,Lorient,,France,,,+33 (0)2 97 88 35 20,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306652,Contact,True,True,False,base.main_company,Company,SolarEdge Technologies Ltd.,,,6 Haharash st,,4524079,Hod Hasharon,,Israel,www.solaredge.com,,+972 9 9576620,,+972 9 9576591,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306653,Contact,True,True,False,base.main_company,Company,Transvalor,,,"60, Boulevard Saint Michel",,75272,Paris Cedex 06,,France,,,+331 4051 93 17,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306654,Contact,True,True,False,base.main_company,Company,ARMINES,,,"60, Boulevard Saint-Michel",,75272,Paris Cedex 06,,France,,,0033 1 531 002 78,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306655,Contact,True,True,False,base.main_company,Company,Arizona State University East,,,6001 S. Power Rd. Building 539,,85206,Mesa  AZ,,United States,,,001 602 727 12 21,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306656,Contact,True,True,False,base.main_company,Company,"Université de Genève, GAP - Energie",,,7 rte de Drize,,1227,Carouge,,Switzerland,,,022 705 96 40,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306657,Contact,True,True,False,base.main_company,Company,SunPower Corporation,,,77 Rio Robles,,,"San Jose, CA 95134",,United States,us.sunpower.com,,+1 408-240-5500,,,,,en_US,,13002mndll,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306658,Contact,True,True,False,base.main_company,Company,CFX International,,,8.19 Harwell,,OX11 0RA,Oxon,,United Kingdom,,,0044 123 543 65 41,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306659,Contact,True,True,False,base.main_company,Company,Campbell Sci. Ltd.,,,80 Hathern Road,,LE12 9RP,Shepshed,,United Kingdom,,,+44 (0) 1509 60 11 41,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306660,Contact,True,True,False,base.main_company,Company,Earthscan Ltd.,,,8-12 Camden High Street,,,London NW1 0JH,,United Kingdom,,,0044 207 38 785 58,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306661,Contact,True,True,False,base.main_company,Company,Perfect Wind,,,92 Rue de Courcelles,,75008,Paris,,France,,,33(0)1 47 04 07 14,,,,,fr_FR,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306662,Contact,True,True,False,base.main_company,Company,Amt für Umweltschutz des Kt. Zug,,,Aabachstrasse 5Postfach 857,,6301,Zug,,Switzerland,www.zug.ch/afu,,041 728 53 70,,041 728 53 79,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306665,Contact,True,True,False,base.main_company,Company,Advokaturbüro,,,Aarbergergasse 24,,3011,Bern,,Switzerland,,,031 310 50 20,,031 310 50 29,,,de_DE,,"Notariat für Beglaubigungen etc., privater Bekannter von SK",False,,none,,,False,,,,,,,,
__demo__.res_partner_44306666,Contact,True,True,False,base.main_company,Company,Hintermann & Weber AG,,,Aarbergergasse 61,,3011,Bern,,Switzerland,,,031 312 82 72,,031 312 82 73,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306667,Contact,True,True,False,base.main_company,Company,Gemeinde Lyss,,,Aarbergstrasse 230,,3250,Lyss,,Switzerland,,,032 384 54 56,,032 386 11 03,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306668,Contact,True,True,False,base.main_company,Company,Radio Berner Oberland AG,,,Aareckstrasse 6Postfach 601,,3800,Interlaken,,Switzerland,,,033 888 88 10,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306669,Contact,True,True,False,base.main_company,Company,Suter Consulting,,,Aarstrasse 98,,3005,Bern,,Switzerland,www.suterconsulting.com,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306670,Contact,True,True,False,base.main_company,Company,OpenAir St. Gallen AG,,,Heiligkreuzstrasse 9,,9008,St. Gallen,,Switzerland,www.openairsg.ch,,071 272 34 34,,071 272 34 35,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306671,Contact,True,True,False,base.main_company,Company,Swiss Flight Services SA,,,Fabrique 2,,2016,Cortaillod,,Switzerland,,,032 84238 00,,032 841 38 84,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306671,Other address,True,False,False,base.main_company,Company,Swiss Flight Services SA,,,Aérodrome de ColombierCase postale 236,,2013,Colombier,,Switzerland,,,032 84238 00,,032 841 38 84,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306672,Contact,True,True,False,base.main_company,Company,Baslerstab,,,Aeschenplatz 7,,4052,Basel,,Switzerland,,,061 693 16 93,,061 691 00 61,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306673,Contact,True,True,False,base.main_company,Company,Amt für Gesundheit,,,Aeulestrasse 51,,9490,Vaduz,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306674,Contact,True,True,False,base.main_company,Company,Planenergi Zealand,,,Aggerupvej 1,,4330,Hvalsoe,,Denmark,,,+45 4646 12 29,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306675,Contact,True,True,False,base.main_company,Company,MST Systemtechnik AG,,,Airport Business Center 60,,3123,Belp,,Switzerland,www.mst.ch,,0041 31 810 15 00,,0041 31 810 15 05,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306676,Contact,True,True,False,base.main_company,Company,Weisskopf Partner GmbH,,,Albisriedstrasse 184b,,8047,Zürich,,Switzerland,,,044 400 80 40,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306677,Contact,True,True,False,base.main_company,Company,Neue Fricktaler Zeitung AG,,,Baslerstrasse 10,,4310,Rheinfelden,,,,,062 865 35 70,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306678,Contact,True,True,False,base.main_company,Company,Bison IT Services AG,,,Allee 1A,,6210,Sursee,,Switzerland,,,058 226 00 00,,058 226 00 50,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306679,Contact,True,True,False,base.main_company,Company,Holinger AG,,,Alpenquai 12,,6005,Luzern,,Switzerland,www.holinger.com,,041 360 69 00,,041 360 50 24,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306680,Contact,True,True,False,base.main_company,Company,Gemiende Luterbach,,,Alpenstrasse 40,,4542,Luterbach,,Switzerland,,,032 682 53 30,,032 682 15 86,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306681,Contact,True,True,False,base.main_company,Company,Forschungsstelle für Umweltbeobachtung,,,Alte Jonastrasse 83,,8640,Rapperswil,,Switzerland,,,055 211 05 55,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306682,Contact,True,True,False,base.main_company,Company,"Osterwalder, Lehmann Ingenieure und Geometer AG",,,alte Landstrasse 248,,8708,Männedorf,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306683,Contact,True,True,False,base.main_company,Company,Galvaswiss AG,,,Alte Lyssstrasse 33,,3270,Aarberg,,Switzerland,,,032 391 20 20,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306684,Contact,True,True,False,base.main_company,Company,Gemeinde Regensdorf,,,Althardstrasse 170,,8105,Regensdorf,,Switzerland,,,044 840 20 81,,044 840 05 49,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306686,Contact,True,True,False,base.main_company,Company,Carrier Kältetechnik Deutschland GmbH,,,Am Mainzer Weg 7,,55246,Mainz,,Germany,,,,,,,,de_DE,,MNDLL_2013.002,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306687,Contact,True,True,False,base.main_company,Company,Amt für Luft und Lärm der Provinz Bozen,,,Amba-Alagistrasse 35,,39100,Bozen,,Italy,,,++39 0471 411 820,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306688,Contact,True,True,False,base.main_company,Company,ecotècnica,,,"Amistat, 23, 1er",,8005,Barcelona,,Spain,,,0034 932 25 76 00,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306689,Contact,True,True,False,base.main_company,Company,Hochschule Bremerhaven,,,An der Karlstadt 8,,27568,Bremerhaven,,Germany,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306690,Contact,True,True,False,base.main_company,Company,Conergy AG,,,Anckelmannsplatz 1,,20537,Hamburg,,Germany,www.conergy-group.com,,+49 4027142-1000,,+49 40 27142-1100,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306691,Contact,True,True,False,base.main_company,Company,Electricidadsa de Portugal SA,,,"Av. Infante Santo, 17°",,1350,Lisboa,,Portugal,,,00351 13 95 59 00,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306692,Contact,True,True,False,base.main_company,Company,E4tech Software SA,,,Av. Juste-Olivier 2,,1006,Lausanne,,Switzerland,www.e4tech.com,,021 331 15 79,,021 331 15 61,,,de_DE,,13002mndll,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306693,Contact,True,True,False,base.main_company,Company,Universidad Nacional de San Juan,,,Av. Libertador Gral. San Martin 1109 (o),,5400,San Juan,,Argentina,,,0054 64 22 64 44,,,,,en_US,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306694,Contact,True,True,False,base.main_company,Company,Service cantonal de protection de l'air,,,Av. Ste-Clotilde 23Case postale 78,,1211,Genève 8,,Switzerland,,,022 388 80 50,,022 388 80 09,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306695,Contact,True,True,False,base.main_company,Company,Service de l'Electricité de Moutier,,,Avenue de la Liberté 20,,2740,Moutier,,Switzerland,,,032 494 12 22,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306696,Contact,True,True,False,base.main_company,Company,CSD Ingénieurs SA (Sion),,,Rue de l’Industrie 54,,1950,Sion,,Switzerland,,,+41 27 324 80 00,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306697,Contact,True,True,False,base.main_company,Company,Etat du Valais,,,Avenue Ritz 1,,1950,Sion,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306698,Contact,True,True,False,base.main_company,Company,"Staubli, Kurath & Partner AG",,,Bachmattstrasse 53,,8048,Zürich,,Switzerland,www.wasserbau.ch,,043 336 40 50,,043 336 40 60,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306699,Contact,True,True,False,base.main_company,Company,Radio Munot Betriebs AG,,,Stadthausgasse 11Postfach 1226,,8201,Schaffhausen,,Switzerland,www.radiomunot.ch,,052 633 44 11,,052 633 44 12,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306700,Contact,True,True,False,base.main_company,Company,"Basler & Hofmann AG, Ingenieure, Planer und Berater",,,Bachweg 1Postfach,,8133,Esslingen,,Switzerland,www.baslerhofmann.ch,,+41 44 387 15 22,,+41 44 387 15 00,,,de_DE,,hhkw_sisseln_14_091,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306701,Contact,True,True,False,base.main_company,Company,Niederämter Anzeiger,,,Bäckerstrasse 4,,5012,Schönenwerd,,Switzerland,,,062 849 60 60,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306702,Contact,True,True,False,base.main_company,Company,Aartesys AG,,,Bahnhofplatz 7Postfach 26,,2501,Biel,,Switzerland,www.aartesys.ch,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306703,Contact,True,True,False,base.main_company,Company,ATEL,,,Bahnhofquai,,4601,Oltern,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306704,Contact,True,True,False,base.main_company,Company,Alpiq AG,,,Bahnhofquai 12,,4601,Olten,,Switzerland,,,,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306705,Contact,True,True,False,base.main_company,Company,WindPower AG,,,Bahnhofstrasse 10Postfach 143,,6162,Entlebuch,,Switzerland,,,041 480 32 86,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306706,Contact,True,True,False,base.main_company,Company,Anzeiger für das Amt Interlaken,,,Bahnhofstrasse 15,,3800,Interlaken,,Switzerland,,,033 828 80 80,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306707,Contact,True,True,False,base.main_company,Company,WEGA Energiemanagement,,,Bahnhofstrasse 15,,8890,Flums,,Switzerland,,,026 534 6992,,,,,de_DE,,,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306708,Contact,True,True,False,base.main_company,Company,Bauamt Wetzikon,,,Bahnhofstrasse 16,,8622,Wetzikon,,Switzerland,www.wetzikon.ch,,0041 44 931 32 00,,0041 44 931 32 77,,,de_DE,,Karte: http://map.search.ch/wetzikon/bahnhofstr.167?b=low,False,,none,,,False,,,,,,,,
__demo__.res_partner_44306709,Contact,True,True,False,base.main_company,Company,Anzeiger für das Amt Aarwangen,,,Bahnhofstrasse 39,,4901,Langenthal,,Switzerland,,,062 922 65 55,,,,,de_DE,,,False,,none,,,False,,,,,,,,
